Column2;Column5;Column6
Piórków Górny;50.802;21.17104
Piórków Zajasienie;50.78333;21.15
Pióry Pytki;52.12943;22.57802
Pióry Wielkie;52.13043;22.56257
Pipa³a;50.71943;21.16914
Pipie;51.54228;18.39094
Piróg;51.61066;21.08568
Pisaczów;51.12405;15.23877
Pisanica;53.82127;22.57305
Pisanki;53.3735;22.70187
Pisarowce;49.55851;22.09591
Pisary;50.79791;21.71413
Pisarzowa;49.69268;20.49336
Pisarzowice;51.32336;17.76915
Pisarzowice Œrednie;51.14403;15.23066
Pisarzów;50.6;16.7
Piskajmy;54.09734;19.94153
Piski;52.99402;21.86056
Pisklaki;50.41355;22.88023
Piskorczyn;53.03939;19.25365
Piskornia;52.59971;21.01719
Piskornia Du¿a;52.59994;21.01729
Piskornia Ma³a;52.59023;21.00336
Piskornica;51.39286;21.36687
Piskornik;51.30065;18.68653
Piskorowice;50.23579;22.52867
Piskorów;51.38946;21.81335
Piskory;51.95765;18.04253
Piskorze;54.3028;21.24567
Piskorzec;52.31941;20.03865
Piskorzeniec;51.06173;20.03082
Piskorzewo;53.50848;21.78329
Piskorzowice;50.53771;20.28076
Piskorzów;50.92773;17.14009
Piskorzówek;50.90985;17.12563
Piskorzyna;51.49952;16.63262
Piskórka;51.98948;21.00243
Piskrzyn;50.77142;21.26747
Pisula;51.53701;18.26792
Pisz;53.62744;21.81253
Piszczac;51.98118;23.37719
Piszczatka;52.42371;23.23551
Piszczaty Konczany;53.05728;22.61225
Piszczaty-Piotrowieta;53.05589;22.6236
Piszczek;51.14381;21.99362
Piszewo;53.9938;20.82137
Piszkowice;50.47149;16.59382
Pityny;54.00853;20.14396
Piwaki;51.21438;19.76649
Piwatki;51.1679;19.79076
Piwki;52.37053;21.70034
Piwnice;54.08333;18.7
Piwnice Wielkie;53.35322;20.90097
Piwniczna-Zdrój;49.44056;20.71423
Piwoda;50.07419;22.75228
Piwonice;51.72614;18.09748
Piwonin;51.92449;21.28063
Piwoñ;50.48458;19.249
Piwowary;53.47181;22.82436
Plac;50.28333;21.68333
Plac Grunwaldzki;51.11164;17.06005
Plac Koœciuszki;53.42719;14.53705
Plac Wojska Polskiego;52.25617;21.22885
Placencja;52.07047;19.98338
Placówka;52.7503;23.58544
Placusin;52.67352;21.28514
Plajny;54.07372;19.85162
Planta;53.96053;22.78187
Planteczka;53.34665;23.45903
Planty;52.96446;23.66104
Plany;52.79311;14.47191
Plaszewko;54.42738;17.07281
Platerów;52.30339;22.81989
Platerówka;51.06001;15.17212
Platon;51.28849;18.49465
Pl¹choty;53.22802;19.19343
Pl¹skowice;51.15706;20.06292
Pl¹skowo;52.68226;17.31849
Pl¹tnowice;53.08913;18.13191
Plebania Wola;51.59339;22.94705
Plebanka;50.40326;23.66066
Plebanki;52.30549;18.5936
Plebanowce;53.62734;23.48722
Plebanowo;53.2261;23.77148
Plebañska;49.66667;19.11667
Plebañszczyzna;50.63333;23.83333
Plebiscytowa;50.18333;18.91667
Plec;51.41429;20.794
Plecemin;53.27511;16.80559
Plecewice;52.28112;20.29649
Plechów;50.22421;20.53095
Pleciopolówka;50.98333;23.68333
Plecka D¹browa;52.18389;19.64599
Plemiêta;53.41178;18.87897
Pleniewo;54.35;18.76667
Plenna;51.08603;20.28873
Plesewo;53.52153;19.15775
Pleszew;51.89636;17.78549
Pleszów;50.07661;20.11532
Pleszówka;51.88472;17.89409
Pleœna;49.92642;20.94526
Pleœnica;50.43262;17.60215
Pleœno;54.11102;21.05609
Plewica;52.76974;21.33943
Plewiska;52.36706;16.80985
Plewki;54.12523;22.58514
Plewnia;51.95;15.38333
Plewnia Nowa;51.88543;18.32742
Plewnik;51.93414;19.04376
Plewno;53.44288;18.29057
Plêsy;54.22266;20.79895
Plichta;53.75937;20.0528
Plichtów;51.81564;19.63551
Pliskowola;50.51372;21.39724
Plisków;50.99355;23.44869
Pliszczyn;51.30273;22.64782
Pliszki;52.26895;22.51545
Plizin;51.16038;22.07334
Ploski;52.88263;23.2508
Plotrków;50.71667;16.91667
Ploty;51.98573;15.41365
Plucice;51.20156;19.60201
Pludry;50.67035;18.47282
Pludwiny;51.97098;19.59948
Pluski;53.6;20.41667
Pluskowêsy;53.17265;18.94515
Pluszkiejmy;54.30057;22.46775
Plutki;53.92802;20.51576
Pluty;54.26046;20.27903
Plutycze;52.88414;23.1437
P³achty;51.45074;21.45921
P³aciszewko;52.75627;20.35896
P³aciszewo;52.76615;20.38158
P³aczki;52.19629;17.21353
P³aczkowice;50.69733;21.41287
P³aczkowo;51.68627;17.11149
P³aczków;51.13191;20.69887
P³akowice;51.11517;15.61795
P³aska;53.90378;23.25231
P³askocin;52.1505;20.00602
P³asków;51.53306;21.12393
P³aszewo;54.32324;17.00521
P³aszów;50.04055;19.99314
P³atkownica;52.67609;21.85011
P³atków;52.51892;21.52529
P³at³awki;54.17049;21.34967
P³atyny;53.60139;20.18126
P³aw;51.99609;15.1989
P³awanice;51.12497;23.65511
P³awce;52.30428;17.27658
P³awêcino;54.03596;15.60961
P³awid³a;50.94718;19.65403
P³awid³o;52.42886;14.58787
P³awna;49.75463;20.94001
P³awna Dolna;51.05642;15.59612
P³awna Górna;51.03778;15.56385
P³awnica;50.29207;16.67505
P³awniowice;50.38243;18.48254
P³awno;53.51612;16.22492
P³awo;50.56994;22.07277
P³awowice;50.17206;20.41466
P³awty Wielkie;53.64189;19.23157
P³awy;50.03421;19.16325
P³aza;50.09988;19.46451
P³azowo;53.53185;17.9447
P³azów;50.3131;23.24473
P³azówka;50.31275;21.83834
P³¹chawy;53.3526;18.74696
P³êsno;53.87495;17.53795
P³ochocin;52.20122;20.7115
P³ochocinek;53.60913;18.61769
P³ochowo;53.51113;22.67107
P³ocice;54.0717;17.84879
P³ocicz;53.49945;17.50306
P³ociczno;54.0344;22.96289
P³ociczno-Osiedle;54.03853;22.95241
P³ocin;53.85195;14.58127
P³ock;52.54682;19.70638
P³ocko;54.14592;16.83264
P³ocochowo;52.67978;21.02367
P³oki;50.20558;19.51498
P³omiany;52.67262;19.31266
P³omieniec;52.07442;21.86856
P³onczyn;52.7;19.30865
P³onia;53.35717;14.7484
P³onia Ma³a;54.35;18.73333
P³onia Wielka;54.34486;18.78456
P³onia-Œmierdnica-Jezierzyce;53.35428;14.74554
P³oniawy-Bramura;52.9778;21.07178
P³onica;52.64135;15.19489
P³onina;54.27886;19.24255
P³onka;53.0095;22.82059
P³onka Koœcielna;53.00067;22.82878
P³onka Koz³y;53.01173;22.82033
P³onka Matyski;52.99612;22.80051
P³onka Strumianka;53.00328;22.83441
P³onki;51.37277;22.20143
P³onko;53.12235;19.13685
P³onkówko;52.90104;18.29685
P³onna;49.43447;22.10172
P³onne;54.19925;19.70315
P³onno;52.99423;15.2643
P³onowo;52.67672;22.81685
P³onszowice;51.26924;22.41714
P³oñsk;52.62348;20.37552
P³oñsko;53.10681;15.14267
P³osa;50.68167;17.08855
P³osina;49.77438;21.94172
P³osina Gorna;49.76762;21.94179
P³oska;53.1;23.28333
P³oski;51.5269;16.68893
P³oskie;50.71445;23.18159
P³oskinia;54.27034;19.93546
P³osków;52.28927;22.94967
P³osków Kolonia;52.30543;22.9355
P³oszczyna;50.96254;15.7477
P³oszczynka;50.95756;15.71792
P³oszkowo;53.12673;15.27568
P³oszów;51.10698;19.50364
P³oszyce;53.22597;21.62195
P³oœnia;50.63666;20.89381
P³oœnica;53.2723;20.01134
P³otkowo;53.71093;14.97282
P³otno;53.09035;15.29906
P³oty;53.80182;15.2667
P³owce;53.894;22.1252
P³owce Drugie;52.60644;18.6341
P³owê¿;53.43595;19.23093
P³owizna;51.17248;22.1742
P³owki;52.64639;18.47206
P³ozy;53.54524;21.06741
P³óczki Dolne;51.10343;15.55543
P³óczki Górne;51.07667;15.53533
P³ótowa;54.09703;17.42563
P³ucki;50.79239;21.06914
P³udnica;51.22762;21.19162
P³udy;52.34213;20.97724
P³usy;52.68391;21.2614
P³uty;53.21271;16.56189
P³u¿nica;53.29672;18.77692
P³u¿nica Wielka;50.47308;18.46647
P³u¿niczka;50.4734;18.48587
P³yæwia;51.92061;20.01534
P³ywaczewo;53.2009;18.91408
Pniaki;50.77501;19.78827
Pnie;51.71136;20.95934
Pniewie;50.62407;17.39714
Pniewiski;52.29252;22.5412
Pniewite;53.3269;18.66407
Pniewnik;52.3723;21.80451
Pniewo;54.16909;21.64886
Pniewo Czeruchy;52.93518;20.49837
Pniewo Wielkie;52.94748;20.49037
Pniewy;51.91468;20.74578
Pniowiec;50.49577;18.81693
Pniowno;51.24305;23.34103
Pniów;50.71857;21.88333
Pniówek;50.68214;23.29826
Pniski;51.81709;23.61584
Pob¹dz;53.99363;16.30635
Poberezany;50.79364;23.90281
Pobiedna;51.61887;20.6004
Pobiednik Wielki;50.08333;20.2
Pobiedno;49.52777;22.10552
Pobiedr;49.94534;19.68812
Pobiedziska;52.47753;17.28767
Pobiel;51.56607;16.7481
Pobierowo;54.061;14.93282
Pobikry;52.63016;22.64394
Pobitno;50.04628;22.02819
Pob³êdzie;54.30711;22.74668
Pob³ocie;54.46924;18.07248
Pob³ocie Wielkie;54.04566;15.75504
Pobo³owice;51.02644;23.62498
Pobondzie;54.31384;22.95887
Poborowice;50.15155;20.31874
Poborowo;54.12428;20.3421
Poborszów;50.37503;18.08332
Pobórka Ma³a;53.15075;17.10641
Pobórka Wielka;53.13173;17.10425
Pobórz;52.28993;19.51921
Pobrze¿e;52.25745;15.3581
Poby³kowo Du¿e;52.55532;21.01874
Poby³kowo Ma³e;52.55451;21.03568
Pochodaje;50.09619;22.84638
Pochodzita;49.54237;18.99549
Pochwacie;49.97158;18.59719
Pochwa³ki;54.31512;21.7979
Pociecha;52.32384;20.76895
Pocierzyn;52.69757;18.69533
Pocieszka;50.58333;21.20114
Poczekajka;51.21877;23.54907
Poczernia;52.56567;20.45244
Poczernin;53.42334;14.95188
Poczernino;54.78955;18.3936
Poczesna;50.7144;19.13346
Poczeœle;50.98945;21.87
Poækuny;54.10591;23.40979
Poæwiardowo;53.14678;19.01995
Poæwiardówka;51.87306;19.72168
Pod Dalni¹;50.88031;20.59383
Pod Dworem;50.26667;22.1
Pod Jedlink¹;51.02272;17.53375
Pod Micha³ówka;50.30678;19.70878
Pod Piaskiem;50.6;20.83333
Pod Telegrafem;50.84328;20.63971
Podamirowo;54.2561;16.0984
Podanin;52.95205;16.94469
Podañsko;53.53263;14.88534
Podarzewo;52.52941;17.29453
Podawce;52.29153;22.46318
Podbale;52.46315;21.71101
Podberwy;51.82701;23.09277
Podbiel;52.01056;21.36961
Podbiele;52.89822;21.96656
Podbielsko;52.91054;21.99336
Podboles³awiec;51.20549;18.17997
Podborcze;51.7;22.85
Podborek;50.49148;21.12207
Podborowo;52.12008;15.92963
Podborze;52.88705;21.35059
Podbór;51.36667;20.86667
Podbrzezie;50.43333;20.13333
Podbrzezie Dolne;51.76858;15.61363
Podbucze;49.95109;18.46499
Podbukowina;49.81262;22.36233
Podbuszyce;52.12263;20.41243
Podchoiny;50.65798;20.33779
Podchybie;50.33333;19.76667
Podchylinie;51.28502;23.38277
Podciernie;52.09491;21.78795
Podcisówek;53.73438;23.09117
Podczachy;52.30067;19.74954
Podczasza Wola;51.52814;20.67025
Podczerwone;49.40673;19.82895
Podd¹bie;54.62248;16.98521
Poddêbe;52.48401;20.90827
Poddêbice;52.55225;19.01751
Poddêbina;50.34335;21.86819
Poddêbowiec;50.616;21.1798
Poddubówek;54.04268;22.88632
Poddymin;53.59067;14.33986
Podeb³ocie;51.64023;21.7442
Podedwórze;51.68815;23.19961
Podegrodzie;49.57688;20.58855
Podem³ynek;51.12372;20.90352
Podemszczyzna;50.22269;23.29444
Podewsie;50.96702;20.34777
Podgaj;52.83956;18.61726
Podgaje;50.50764;20.77961
Podgajek;51.46887;20.90389
Podgajew;52.23968;19.47138
Podg³êbokie;51.30808;23.09276
Podgorzelica;52.13876;17.59113
Podgóra;51.92437;21.23434
Podgórki;51.25429;21.17772
Podgórne;53.41514;21.78299
Podgórz;51.29153;21.89115
Podgórze;53.28333;21.38333
Podgórze Duchackie;50.00695;19.97349
Podgórze Gazdy;52.69669;22.1292
Podgórzno;52.0733;21.55115
Podgórzyce;51.87787;21.24035
Podgórzyn;52.83305;17.75676
Podgrodzie;50.90562;21.54601
Podhajce;50.53117;23.73557
Podhajczyki;50.60257;23.99524
Podhale;50.84401;20.64039
Podhorce;50.78855;23.78045
Podhorodnianka;53.65759;23.10358
Podjab³onie;52.96224;19.2627
Podjasnogórska;50.80435;19.0939
Podjaworek;51.22942;18.27675
Podjaz;49.93333;18.9
Podjazy;54.28101;17.80708
Podjenin;52.65669;15.05442
Podjezierze;52.24236;15.4721
Podjezioro;51.24956;19.47311
Podjuchy;53.36223;14.59953
Podkaczy Dól;52.21667;21.2
Podka³ek;51.38507;19.7808
Podkamieñ;50.43531;17.34089
Podkamionka;53.35039;23.4001
Podkampinos;52.24178;20.45259
Podkarczówka;50.86419;20.58636
Podkarpackie Voivodeship;50;22.16667
Podkiejsze;52.29169;18.69945
Podklasztor;50.54011;23.22544
Podklasztorze;51.36854;19.88122
Podklucze;51.3318;19.1382
Podkochlew;51.21626;18.77077
Podkomorek;50.06667;19.25
Podkonice Du¿e;51.70798;20.22312
Podkonice Ma³e;51.7067;20.19342
Podkonice Miejskie;51.71831;20.21056
Podkoñce;51.1323;21.34886
Podkoœciele;50.1497;21.10359
Podkowa;51.81667;18.5
Podkowa Leœna;52.12237;20.72665
Podkrajewo;53.07124;20.29707
Podkranów;50.79448;20.76828
Podksiê¿e;49.73333;19.61667
Podladów;51.63333;22.13333
Podlas;50.43333;22.9
Podlasek;53.55726;22.53525
Podlasie;49.69124;19.17416
Podlaski;53.09312;17.80653
Podlaskie Voivodeship;53.25;23
Podlaszcze;50.65857;20.37477
Podlechy;54.24143;19.98886
Podleck;52.54477;20.06064
Podlegórz;52.04742;15.71388
Podlejki;53.7302;20.19172
Podleñce;53.20332;23.07519
Podlesice;50.56392;19.53383
Podlesie;51.85469;20.47025
Podlesie Du¿e;51.62889;21.15435
Podlesie K¹ty;50.43333;19.38333
Podlesie Koœcielne;52.7365;17.2875
Podlesie Wysokie;52.71893;17.24321
Podlesie ¯arowskie;50.15;21.2
Podlesina;50.40054;23.35337
Podlesko;50.91819;20.13533
Podlésne;51.16667;22.51667
Podleszany;50.27442;21.40841
Podleœna;53.94989;20.49635
Podleœna Wola;50.41191;20.00885
Podleœna Wola Dolna;50.41667;20.01667
Podleœna Wola Górna;50.41667;20.03333
Podleœne;54.41344;19.9371
Podleœny;51.05256;23.09034
Podlewkowie;52.873;23.70732
Podlipce;53.50347;15.54102
Podlipce Kowale;53.49397;15.52154
Podlipie;50.25;20.88333
Podlodów;50.47622;23.67746
Podlodówek;51.52818;22.39254
Podlodówka;51.632;22.17795
Pod³a Góra;52.12921;15.35593
Pod³adzin;51.11306;19.05869
Pod³asie;51.9365;17.93801
Pod³atki Du¿e;53.03453;22.30364
Pod³atki Ma³e;53.0303;22.31336
Pod³awki;54.14374;21.31667
Pod³azie;50.73073;20.03908
Pod³¹¿ek;52.9386;14.8989
Pod³êcze;51.86956;19.90451
Pod³ê¿;51.74276;21.47484
Pod³ê¿e;50.60002;21.68392
Pod³ê¿e Brzeskie;52.03105;21.21327
Pod³ê¿e Królewskie;50.92435;18.65513
Pod³ê¿e Szlacheckie;50.90173;18.64843
Pod³opieñ;49.73657;20.3187
Pod³osie;50.34962;19.16822
Pod³osienek;50.89258;20.36247
Pod³ug;50.3;22.58333
Pod³u¿yce;52.05566;18.70783
Podmacharce;53.94397;23.21056
Podmagura;49.46667;22.41667
Podmaleniec;50.59724;21.18906
Podma³ec;50.24067;21.08648
Podmarszczyn;52.57042;20.18867
Podm¹chocice;50.89145;20.79489
Podmiejska Wola Górna;50.36667;19.98333
Podmieœcie;51.60613;21.30318
Podmok³e Ma³e;52.19161;15.80598
Podmok³e Wielkie;52.19319;15.81971
Podmostki;51.3581;21.43048
Podmurowaniec;51.1183;19.04476
Podmyszad³a;52.46667;21.68333
Podnarcie;51.96091;20.04792
Podniebyle;49.68185;21.61457
Podnieœno;52.28932;22.23495
Podnowinka;53.95588;23.00044
Podobin;49.63673;20.08181
Podoblin;51.70703;21.52702
Podob³ocie;51.64713;21.75699
Podobowice;52.86071;17.59054
Podolany;52.69382;23.86214
Podolczaki;50.12182;23.23748
Podole;51.20065;22.27495
Podole Ma³e;54.38782;17.31606
Podole Nowe;51.85611;21.31286
Podole Wielkie;54.58;17.49879
Podolin;52.90324;17.45685
Podolina;52.97795;19.17336
Podolsze;50.01359;19.43481
Podolszyce;52.53333;19.75
Podolszyn;52.1162;20.94157
Podolszyn Nowy;52.11916;20.94548
Podolszyna;49.98869;23.03644
Podolszynka;50.41667;22.36667
Podolszynka Ordynacka;50.41514;22.35762
Podolszynka Plebañska;50.41667;22.38333
Podolszyny;51.29525;21.21344
Podoryszew;52.11815;20.39002
Podosie;53.08578;21.84511
Podosowa;51.90997;21.21975
Podostrówek;53.63084;23.09972
Podoœ Stary;52.97715;21.11707
Podozierany;53.02275;23.78012
Podpa³ecznica;51.48333;22.68333
Podpniewki;52.53571;16.28202
Podpolichno;50.82559;20.3865
Podradwanie;50.24372;21.04001
Podre¿ewo;53.08333;21.53333
Podró¿na;53.24292;17.056
Podrudzie;52.16314;21.49183
Podrusów;50.48097;23.18259
Podrwinów;51.23145;18.93628
Podrybnicze;51.5;18.6
Podrysie;51.31667;18.41667
Podrzeczany;52.79084;23.38869
Podrzecze;49.5994;20.63904
Podrzewie;52.49386;16.38731
Podsarnie;49.5525;19.79024
Podsêdziszów;50.56667;20.05
Podskale;50.23513;20.71215
Podskarbice Królewskie;51.74837;20.35498
Podskarbice Szlacheckie;51.75617;20.32945
Podskwarne;52.10946;21.78984
Podsmykowie;50.13333;21.13333
Podsokolne;53.94976;22.93614
Podstary Zamoœé;50.82413;23.12833
Podstole;51.17897;19.74123
Podstolice;49.95917;19.99752
Podsto³a;50.67427;20.8493
Podsudki;53.57671;23.51074
Podsuliszka;51.24001;21.20258
Podsumowo;54.24105;22.95229
Podsusze;52.2732;21.95014
Podszkle-Bukowina;49.51667;19.8
Podszkodzie;50.90181;21.33552
Podszumin;50.06948;20.65432
Podszyn;50.83793;21.74932
Podœwinioszów;49.85288;18.6027
Podtrzcianna;51.91526;20.19562
Podtymien;52.41627;18.77424
Podtynie;50.48416;16.68034
Poduchowne;52.46667;18.68333
Podule;51.49506;18.96532
Podwale;50.34695;21.00076
Podwerpie;50.42708;19.21879
Podwêgierki;52.33333;17.68333
Podwi¹czyn;51.76087;19.64584
Podwierzbie;51.74017;21.46155
Podwiesk;53.39649;18.57158
Podwilcze;53.93333;15.73333
Podwilczyn;54.294;17.1603
Podwilk;49.5476;19.73874
Podwody;51.42343;19.27897
Podwojponie;54.30278;23.11669
Podwole;50.78299;20.54684
Podwolina;50.49357;22.1683
Podwysokie;54.05011;22.75981
Podwysokie Jeleniewskie;54.1996;22.84023
Podzagajnik;51.36305;21.53029
Podza³uki;53.16184;23.54948
Podzamcze;51.70054;21.58935
Podzamcze Chêciñskie;50.76545;20.46701
Podzamek;50.43368;16.74406
Podzamek Golubski;53.12756;19.02892
Podzatoka;50.03831;20.52877
Podzborów;51.8497;18.23478
Podzwierzyniec;50.08572;22.23229
Poganica;53.49778;23.45481
Poganowo;54.02459;21.40061
Pogi;50.66131;17.52626
Pogodno;53.45;14.51667
Pogonów;52.06917;22.47408
Pogony;51.36667;18.68333
Pogoñ;50.29353;19.12428
Pogoñ Gos³awska;52.34756;18.40761
Pogoria;50.35941;19.2455
Pogorza³a;50.80615;16.3662
Pogorza³a-Wieœ;53.97208;18.92561
Pogorza³e;51.13449;20.8461
Pogorza³e £ugi;51.69503;19.81218
Pogorza³ka;50.37168;22.05763
Pogorza³ki;53.22397;22.95207
Pogorza³ki Ma³e;51.85113;17.30836
Pogorza³ki Wielkie;51.86047;17.33714
Pogorzany;49.78514;20.17725
Pogorzel;54.20865;22.41276
Pogorzel Ma³a;53.70311;22.12891
Pogorzel Wielka;53.70414;22.16006
Pogorzela;51.8222;17.23017
Pogorzelce;52.7243;23.80762
Pogorzele;51.48333;15.73333
Pogorzelec;54.02755;23.27896
Pogorzelica;54.10239;15.11684
Pogorzelice;54.49906;17.6334
Pogorzeliska;51.46607;15.91826
Pogorzyce;50.10186;19.42228
Pogódki;54.02651;18.32126
Pogórki;54.25544;19.51524
Pogórska Wola;50.01855;21.15795
Pogórz;50.01667;21.13333
Pogórze;54.5644;18.48209
Pogórzyce;51.84243;15.21425
Pogranicze;51.11044;23.70553
Pogreby;52.57503;23.26265
Pogrodzie;54.28918;19.60012
Pogroszew;52.23116;20.74356
Pogroszyn;51.32439;20.80012
Pogrzebieñ;50.06722;18.29876
Pogrzybów;51.70784;17.71667
Pogrzymie;53.53888;14.98363
Pogubie Œrednie;53.55831;21.76143
Pogubie Tylne;53.52876;21.74766
Pogwizdow;49.7;21
Pogwizdów;50.24117;21.95969
Pogwizdów Nowy;50.0859;21.97448
Pohulanka;51.64769;21.04242
Poizdów;51.62857;22.35649
Poja³owice;50.32018;20.10145
Pojawie;50.14974;20.71678
Pojezierze;53.77663;20.50156
Pojeziorki;54.18333;23.33333
Pokaniewo;52.53274;23.07133
Pokaniewo-Ostrówek;52.50586;23.06489
Poklatki;52.32972;17.20371
Poklêków;51.843;18.06161
Pokoje;52.43152;21.30464
Pokomsze;54.21332;23.09385
Pokoœna;53.60632;23.20814
Pokój;50.90265;17.83751
Pokrêt;52.91667;15.83333
Pokrowsk;54.05304;23.26148
Pokrówka;51.09479;23.46345
Pokrytki;52.93959;20.34571
Pokrywnik;51.17321;15.0884
Pokrzydowo;53.32769;19.4743
Pokrzywianka;50.90265;21.12748
Pokrzywna;50.2889;17.45573
Pokrzywnica;52.91993;21.60539
Pokrzywnica Wielka;53.2782;20.54109
Pokrzywnik;52.83616;19.30316
Pokrzywno;53.45496;18.84628
Pokrzywy;53.62926;20.56656
Polach;51.5114;16.23407
Poladowo;52.01029;16.48
Polaki;52.1924;22.059
Polakowice;50.94599;17.06142
Polana;49.30254;22.57414
Polana-Ostre;49.29267;22.61518
Polanica-Zdrój;50.40373;16.51271
Polanka;50.08333;22.95
Polanka Haller;49.93297;19.76756
Polanka Wielka;49.98501;19.32615
Polanki;49.27669;22.40822
Polanowice;50.19772;20.08302
Polanowice - Poœwiêtne - Ligota;51.16002;17.04131
Polanowice-Poœwiêtne-Ligota;51.15951;17.03902
Polanowo;53.14245;17.25626
Polanów;50.66089;21.6568
Polanówka;51.24906;21.9323
Polany;51.22688;21.11641
Polany Surowiczne;49.45061;21.88356
Polañczyk;49.36969;22.42112
Polaszki;53.85726;19.06619
Polatycze;52.05071;23.60272
Polchowo;49.8;22.38333
Pole;52.27412;18.41192
Poledno;53.39449;18.30062
Polejki;53.86451;20.33372
Polekarcice;50.17982;20.17764
Polesie;52.75467;20.30817
Polesie Du¿e;51.41655;21.80099
Polesie Nowe;52.37116;20.49091
Polesie Rowskie;51.82447;21.5975
Polesie Stare;52.36919;20.45765
Polesie Wojszyñskie;51.37746;21.84597
Polesiny;53.04802;14.47998
Poleszyn;51.64796;19.19869
Poleœna;51.51667;22.51667
Polety³y;52.76962;22.87556
Police;53.55214;14.57182
Police Mostowe;52.13648;18.64077
Police Ruszkowskie;52.14092;18.62875
Police Œrednie;52.15198;18.6214
Polichna;50.82581;22.31135
Polichna Czwarta;50.82158;22.3334
Polichna Dolna;50.81667;22.33333
Polichna Górna;50.81667;22.31667
Polichno;50.81925;20.39718
Polichnowo;53.11667;17.53333
Polichty;49.81979;20.90213
Policko;52.45596;15.69765
Policzko;51.053;19.9286
Policzna;52.58824;23.46259
Policzne;49.61667;19.55
Policzyzna;51.04477;22.79858
Polik;51.71639;21.59225
Poliksy;53.93862;19.27309
Polinów;52.15443;23.16269
Polinów D¹browa;52.1622;23.15265
Polinów Mauryki;52.15;23.16667
Politanice;51.36626;19.39881
Politechnika;50.28821;18.68981
Politów;51.32128;20.73635
Politówka;50.98334;23.51666
Polkajmy;54.05828;20.76943
Polkajny;54.02093;20.10087
Polki-Teklin;53.04576;22.19556
Polkowice;51.50391;16.07261
Polkowo;53.62771;22.91695
Polkowskie;51.08018;17.91724
Polków;51.58472;18.85196
Polków Daæbogi;52.28507;22.01986
Polków Pobratymy;52.28494;21.98958
Polków Saga³y;52.29252;21.9278
Polna;49.67341;20.98967
Polne;53.65212;16.31224
Polnica;53.75276;17.39595
Polom;49.48333;20.65
Polomie;51.98333;15.9
Polonisz;52.35626;18.68946
Polovtsy;52.48333;23.36667
Polowce;52.48333;23.36667
Polska Cerekiew;50.22827;18.12675
Polska Nowa Wieœ;50.64108;17.79297
Polska Wieœ;53.9034;21.28076
Polskie;51.98333;17.81667
Polskie Gronowo;53.87703;18.85229
Polskie £¹kie;53.40498;18.22079
Polskie Olêdry;51.85402;17.54276
Polskowola;51.93196;22.66625
Polubicze Dworskie;51.78637;23.08228
Polubicze Wiejskie;51.7689;23.10694
Polubicze Wiejskie Drugie;51.78515;23.10631
Polubicze Wiejskie Pierwsze;51.77129;23.087
Polule;54.16106;23.03743
Poluñce;54.23924;23.32155
Polwica;52.1718;17.17582
Po³ajewek;52.53356;18.39146
Po³ajewice;52.87607;16.77881
Po³ajewko;52.82071;16.72095
Po³ajewo;52.79923;16.73347
Po³ajewo Nowe;52.50398;18.39377
Po³ajewo Stare;52.51667;18.4
Po³aniec;50.43324;21.2812
Po³apin;54.13325;20.7761
Po³azie;52.39314;21.76555
Po³a¿ejewo;52.24924;17.3902
Po³¹giew;51.02191;21.23648
Po³chowo;54.64851;18.37618
Po³cie;53.33333;20.55
Po³cie M³ode;53.31312;20.56071
Po³cie Stare;53.30877;20.54971
Po³czyno;54.70776;18.35712
Po³czyn-Zdrój;53.76424;16.09574
Po³êcko;52.40766;14.89609
Po³êczyno;54.19848;18.21191
Po³koty;54.09738;23.44241
Po³om;53.97776;22.26984
Po³om Du¿y;49.88048;20.45431
Po³om Ma³y;49.7888;20.61739
Po³omeja;49.97234;21.38408
Po³omia;49.90475;21.89198
Po³omin;53.53945;23.24578
Po³omino;54.1466;15.80934
Po³oniaj;50.58333;19.31667
Po³oninskie;49.21667;22.73333
Po³oniny;54.27139;19.43052
Po³oñ;53.21;20.97721
Po³oski;51.94438;23.43755
Po³owa;50.24666;18.10118
Po³owite;53.91961;19.61798
Po³udnie;51.36644;21.1286
Po³upin;52.02398;15.11272
Pomarzanowice;52.50476;17.27762
Pomarzany;52.65374;17.34818
Pomarzany Fabryczne;52.23873;18.88412
Pomaski Wielkie;52.81636;21.09758
Pomeranian Voivodeship;54.25;18
Pomian;53.06785;21.57164
Pomianowo;54.03597;16.05768
Pomianów Dolny;50.48744;17.04803
Pomianów Górny;50.50022;16.95602
Pomiany;53.78544;22.76453
Pomiary;50.46667;23.58333
Pomiechowo;52.46678;20.73627
Pomiechówek;52.47138;20.72923
Pomieczyno;54.41524;18.20219
Pomieczyñska Huta;54.38861;18.16776
Pomieñ;53.21651;15.49504
Pomierki;53.58972;19.79686
Pomierzyn;53.33641;15.88673
Pomietów;53.16111;15.18
Pomlewo;54.21858;18.3601
Pom³lynie;50.41;19.05435
Pomocne;51.04644;16.03346
Pomocnia;52.60935;20.9911
Pomocno;51.5944;17.08202
Pomorowo;54.1;20.48333
Pomorska Wieœ;54.15882;19.56608
Pomorskie;54.03333;16.2
Pomorsko;52.05365;15.47356
Pomorzany;51.22524;21.13858
Pomorze;52.86994;20.7025
Pomorzowice;50.28396;17.7612
Pomorzowiczki;50.27042;17.73674
Pomro¿yce;50.51917;19.47105
Pomygacze;53.03665;23.08584
